has.passed,parent.batch.id,failure.reason.group
0,7841728,NO REASON GIVEN
1,7841789,NO REASON GIVEN
1,7842008,NO REASON GIVEN
1,7842032,NO REASON GIVEN
1,7842059,NO REASON GIVEN
1,7842120,NO REASON GIVEN
1,7842133,NO REASON GIVEN
0,7842163,NO REASON GIVEN
1,7842196,NO REASON GIVEN
1,7842230,NO REASON GIVEN
1,7842260,NO REASON GIVEN
1,7842306,NO REASON GIVEN
1,7842396,NO REASON GIVEN
0,7842403,NO REASON GIVEN
1,7842427,NO REASON GIVEN
1,7842448,NO REASON GIVEN
1,7842589,NO REASON GIVEN
1,7842629,NO REASON GIVEN
1,7842694,NO REASON GIVEN
1,7842755,NO REASON GIVEN
1,7842932,NO REASON GIVEN
1,7843037,NO REASON GIVEN
1,7843062,NO REASON GIVEN
1,7843069,NO REASON GIVEN
1,7843102,NO REASON GIVEN
1,7843133,NO REASON GIVEN
1,7843400,NO REASON GIVEN
1,7843497,NO REASON GIVEN
1,7843528,NO REASON GIVEN
1,7843531,NO REASON GIVEN
1,7843574,NO REASON GIVEN
1,7843584,NO REASON GIVEN
0,7843660,NO REASON GIVEN
0,7843867,NO REASON GIVEN
1,7843870,NO REASON GIVEN
1,7843887,NO REASON GIVEN
1,7843952,NO REASON GIVEN
1,7843956,NO REASON GIVEN
1,7843961,NO REASON GIVEN
1,7844010,NO REASON GIVEN
1,7844210,NO REASON GIVEN
1,7844263,NO REASON GIVEN
1,7844279,NO REASON GIVEN
1,7844469,NO REASON GIVEN
1,7844594,NO REASON GIVEN
1,7844600,NO REASON GIVEN
1,7844675,NO REASON GIVEN
1,7844798,NO REASON GIVEN
1,7844811,NO REASON GIVEN
1,7844826,NO REASON GIVEN
1,7844853,NO REASON GIVEN
1,7844920,NO REASON GIVEN
1,7844974,NO REASON GIVEN
1,7844991,NO REASON GIVEN
1,7844996,NO REASON GIVEN
1,7845209,NO REASON GIVEN
1,7845258,NO REASON GIVEN
1,7845356,NO REASON GIVEN
1,7845401,NO REASON GIVEN
1,7845698,NO REASON GIVEN
1,7845736,NO REASON GIVEN
1,7845792,NO REASON GIVEN
1,7845840,NO REASON GIVEN
1,7845892,NO REASON GIVEN
1,7845916,NO REASON GIVEN
1,7846104,NO REASON GIVEN
1,7846185,NO REASON GIVEN
1,7846188,NO REASON GIVEN
0,7846245,NO REASON GIVEN
0,7846253,NO REASON GIVEN
1,7846274,NO REASON GIVEN
1,7846333,NO REASON GIVEN
1,7846741,NO REASON GIVEN
1,7846827,NO REASON GIVEN
1,7846975,NO REASON GIVEN
1,7846989,NO REASON GIVEN
1,7847064,NO REASON GIVEN
1,7847084,NO REASON GIVEN
1,7847099,NO REASON GIVEN
0,7847210,NO REASON GIVEN
1,7847395,NO REASON GIVEN
1,7847400,NO REASON GIVEN
1,7847610,NO REASON GIVEN
1,7847650,NO REASON GIVEN
1,7847661,NO REASON GIVEN
1,7847745,NO REASON GIVEN
1,7847808,NO REASON GIVEN
1,7847823,NO REASON GIVEN
1,7847919,NO REASON GIVEN
1,7848020,NO REASON GIVEN
1,7848225,NO REASON GIVEN
1,7848312,NO REASON GIVEN
1,7848359,NO REASON GIVEN
1,7848374,NO REASON GIVEN
1,7848455,NO REASON GIVEN
1,7848532,NO REASON GIVEN
1,7848548,NO REASON GIVEN
0,7848677,NO REASON GIVEN
1,7848773,NO REASON GIVEN
1,7848794,NO REASON GIVEN
1,7848951,NO REASON GIVEN
1,7848954,NO REASON GIVEN
1,7848991,NO REASON GIVEN
1,7849000,NO REASON GIVEN
1,7849023,NO REASON GIVEN
1,7849056,NO REASON GIVEN
1,7849056,NO REASON GIVEN
1,7849098,NO REASON GIVEN
1,7849106,NO REASON GIVEN
1,7849302,NO REASON GIVEN
1,7849407,NO REASON GIVEN
1,7849545,NO REASON GIVEN
1,7849674,NO REASON GIVEN
1,7849693,NO REASON GIVEN
1,7849740,NO REASON GIVEN
1,7849835,NO REASON GIVEN
1,7849932,NO REASON GIVEN
1,7849946,NO REASON GIVEN
1,7849997,NO REASON GIVEN
1,7850034,NO REASON GIVEN
1,7850040,NO REASON GIVEN
1,7850076,NO REASON GIVEN
1,7850135,NO REASON GIVEN
1,7850136,NO REASON GIVEN
1,7850145,NO REASON GIVEN
1,7850148,NO REASON GIVEN
1,7850182,NO REASON GIVEN
1,7850235,NO REASON GIVEN
1,7850282,NO REASON GIVEN
0,7850427,NO REASON GIVEN
0,7850478,NO REASON GIVEN
1,7850833,NO REASON GIVEN
1,7850903,NO REASON GIVEN
0,7850920,NO REASON GIVEN
0,7850921,NO REASON GIVEN
0,7850925,NO REASON GIVEN
1,7850978,NO REASON GIVEN
1,7851038,NO REASON GIVEN
1,7851207,NO REASON GIVEN
1,7851255,NO REASON GIVEN
1,7851256,NO REASON GIVEN
1,7851260,NO REASON GIVEN
1,7851283,NO REASON GIVEN
1,7851297,NO REASON GIVEN
1,7851311,NO REASON GIVEN
1,7851365,NO REASON GIVEN
1,7851508,NO REASON GIVEN
1,7851557,NO REASON GIVEN
1,7851691,NO REASON GIVEN
1,7851752,NO REASON GIVEN
1,7851825,NO REASON GIVEN
1,7851832,NO REASON GIVEN
1,7852153,NO REASON GIVEN
1,7852161,NO REASON GIVEN
0,7852167,NO REASON GIVEN
1,7852174,NO REASON GIVEN
0,7852192,NO REASON GIVEN
1,7852216,NO REASON GIVEN
1,7852348,NO REASON GIVEN
1,7852385,NO REASON GIVEN
1,7852451,NO REASON GIVEN
1,7852605,NO REASON GIVEN
1,7852691,NO REASON GIVEN
1,7852722,NO REASON GIVEN
0,7852743,NO REASON GIVEN
1,7852843,NO REASON GIVEN
1,7852863,NO REASON GIVEN
1,7852976,NO REASON GIVEN
1,7853098,NO REASON GIVEN
1,7853113,NO REASON GIVEN
1,7853132,NO REASON GIVEN
1,7853247,NO REASON GIVEN
0,7853252,NO REASON GIVEN
1,7853287,NO REASON GIVEN
1,7853336,NO REASON GIVEN
1,7853467,NO REASON GIVEN
1,7853536,NO REASON GIVEN
1,7853544,NO REASON GIVEN
1,7853650,NO REASON GIVEN
0,7853663,NO REASON GIVEN
1,7853670,NO REASON GIVEN
1,7853739,NO REASON GIVEN
1,7853781,NO REASON GIVEN
0,7854364,NO REASON GIVEN
1,7854373,NO REASON GIVEN
1,7854425,NO REASON GIVEN
1,7854448,NO REASON GIVEN
1,7854460,NO REASON GIVEN
1,7854471,NO REASON GIVEN
1,7854489,NO REASON GIVEN
0,7854499,NO REASON GIVEN
1,7854505,NO REASON GIVEN
1,7854526,NO REASON GIVEN
0,7854532,NO REASON GIVEN
1,7854643,NO REASON GIVEN
1,7854738,NO REASON GIVEN
1,7854800,NO REASON GIVEN
0,7854802,NO REASON GIVEN
1,7854836,NO REASON GIVEN
1,7854841,NO REASON GIVEN
1,7854851,NO REASON GIVEN
0,7854855,NO REASON GIVEN
1,7854877,NO REASON GIVEN
1,7854897,NO REASON GIVEN
0,7854928,NO REASON GIVEN
1,7854949,NO REASON GIVEN
1,7855030,NO REASON GIVEN
1,7855071,NO REASON GIVEN
1,7855253,NO REASON GIVEN
1,7855497,NO REASON GIVEN
1,7855804,NO REASON GIVEN
1,7855815,NO REASON GIVEN
1,7855855,NO REASON GIVEN
1,7855963,NO REASON GIVEN
1,7856105,NO REASON GIVEN
0,7856121,NO REASON GIVEN
1,7856129,NO REASON GIVEN
1,7856151,NO REASON GIVEN
1,7856165,NO REASON GIVEN
1,7856174,NO REASON GIVEN
1,7856189,NO REASON GIVEN
1,7856218,NO REASON GIVEN
1,7856270,NO REASON GIVEN
0,7856291,NO REASON GIVEN
1,7856307,NO REASON GIVEN
1,7856381,NO REASON GIVEN
1,7856383,NO REASON GIVEN
1,7856418,NO REASON GIVEN
1,7856431,NO REASON GIVEN
1,7856444,NO REASON GIVEN
1,7856471,NO REASON GIVEN
1,7856476,NO REASON GIVEN
0,7856510,NO REASON GIVEN
1,7856517,NO REASON GIVEN
1,7856532,NO REASON GIVEN
0,7856536,NO REASON GIVEN
1,7856552,NO REASON GIVEN
1,7856583,NO REASON GIVEN
0,7856592,NO REASON GIVEN
1,7856605,NO REASON GIVEN
1,7856659,NO REASON GIVEN
1,7856684,NO REASON GIVEN
1,7856700,NO REASON GIVEN
1,7856705,NO REASON GIVEN
0,7856716,NO REASON GIVEN
1,7856727,NO REASON GIVEN
1,7856770,NO REASON GIVEN
1,7856831,NO REASON GIVEN
1,7856841,NO REASON GIVEN
1,7856952,NO REASON GIVEN
1,7857034,NO REASON GIVEN
1,7857171,NO REASON GIVEN
1,7857177,NO REASON GIVEN
1,7857180,NO REASON GIVEN
1,7857271,NO REASON GIVEN
1,7857307,NO REASON GIVEN
0,7857329,NO REASON GIVEN
1,7857343,NO REASON GIVEN
1,7857353,NO REASON GIVEN
0,7857377,NO REASON GIVEN
1,7857396,NO REASON GIVEN
1,7857420,NO REASON GIVEN
1,7857472,NO REASON GIVEN
1,7857487,NO REASON GIVEN
1,7857582,NO REASON GIVEN
1,7857636,NO REASON GIVEN
1,7857762,NO REASON GIVEN
1,7857784,NO REASON GIVEN
1,7857824,NO REASON GIVEN
1,7857881,NO REASON GIVEN
1,7857937,NO REASON GIVEN
1,7857940,NO REASON GIVEN
0,7857949,NO REASON GIVEN
1,7857970,NO REASON GIVEN
1,7857998,NO REASON GIVEN
1,7858167,NO REASON GIVEN
1,7858274,NO REASON GIVEN
1,7858489,NO REASON GIVEN
1,7858505,NO REASON GIVEN
1,7858519,NO REASON GIVEN
1,7858574,NO REASON GIVEN
1,7858637,NO REASON GIVEN
1,7858655,NO REASON GIVEN
1,7858808,NO REASON GIVEN
1,7858829,NO REASON GIVEN
1,7858955,NO REASON GIVEN
1,7858979,NO REASON GIVEN
1,7859132,NO REASON GIVEN
1,7859169,NO REASON GIVEN
1,7859220,NO REASON GIVEN
1,7859248,NO REASON GIVEN
1,7859308,NO REASON GIVEN
1,7859390,NO REASON GIVEN
1,7859437,NO REASON GIVEN
1,7859472,NO REASON GIVEN
1,7859533,NO REASON GIVEN
1,7859568,NO REASON GIVEN
1,7859956,NO REASON GIVEN
1,7859983,NO REASON GIVEN
0,7860070,NO REASON GIVEN
1,7860152,NO REASON GIVEN
1,7860324,NO REASON GIVEN
1,7861027,NO REASON GIVEN
1,7861030,NO REASON GIVEN
1,7861057,NO REASON GIVEN
1,7861083,NO REASON GIVEN
1,7861097,NO REASON GIVEN
1,7861109,NO REASON GIVEN
1,7861145,NO REASON GIVEN
1,7861171,NO REASON GIVEN
1,7861201,NO REASON GIVEN
1,7861206,NO REASON GIVEN
1,7861340,NO REASON GIVEN
1,7861376,NO REASON GIVEN
1,7861394,NO REASON GIVEN
1,7861435,NO REASON GIVEN
1,7861485,NO REASON GIVEN
1,7861540,NO REASON GIVEN
1,7861621,NO REASON GIVEN
1,7861631,NO REASON GIVEN
1,7861637,NO REASON GIVEN
1,7861668,NO REASON GIVEN
0,7861698,NO REASON GIVEN
1,7861877,NO REASON GIVEN
1,7861881,NO REASON GIVEN
1,7861909,NO REASON GIVEN
1,7861989,NO REASON GIVEN
1,7862189,NO REASON GIVEN
1,7862315,NO REASON GIVEN
0,7862320,NO REASON GIVEN
1,7862321,NO REASON GIVEN
1,7862332,NO REASON GIVEN
1,7862342,NO REASON GIVEN
1,7862401,NO REASON GIVEN
1,7862414,NO REASON GIVEN
1,7862519,NO REASON GIVEN
1,7862571,NO REASON GIVEN
1,7862646,NO REASON GIVEN
0,7862665,NO REASON GIVEN
1,7862673,NO REASON GIVEN
1,7862690,NO REASON GIVEN
1,7862694,NO REASON GIVEN
1,7862870,NO REASON GIVEN
1,7863009,NO REASON GIVEN
1,7863023,NO REASON GIVEN
1,7863130,NO REASON GIVEN
1,7863132,NO REASON GIVEN
1,7863178,NO REASON GIVEN
1,7863490,NO REASON GIVEN
1,7863525,NO REASON GIVEN
1,7863572,NO REASON GIVEN
1,7863606,NO REASON GIVEN
1,7863628,NO REASON GIVEN
1,7863652,NO REASON GIVEN
1,7863737,NO REASON GIVEN
1,7863822,NO REASON GIVEN
1,7863847,NO REASON GIVEN
1,7863881,NO REASON GIVEN
1,7863925,NO REASON GIVEN
1,7863993,NO REASON GIVEN
0,7864175,NO REASON GIVEN
1,7864182,NO REASON GIVEN
1,7864183,NO REASON GIVEN
0,7864184,NO REASON GIVEN
1,7864200,NO REASON GIVEN
1,7864386,NO REASON GIVEN
1,7864396,NO REASON GIVEN
1,7864408,NO REASON GIVEN
1,7864514,NO REASON GIVEN
1,7864516,NO REASON GIVEN
1,7864535,NO REASON GIVEN
1,7864626,NO REASON GIVEN
1,7864628,NO REASON GIVEN
1,7864753,NO REASON GIVEN
1,7864754,NO REASON GIVEN
1,7864772,NO REASON GIVEN
1,7864817,NO REASON GIVEN
1,7864867,NO REASON GIVEN
1,7865012,NO REASON GIVEN
1,7865026,NO REASON GIVEN
1,7865089,NO REASON GIVEN
1,7865136,NO REASON GIVEN
1,7865146,NO REASON GIVEN
1,7865278,NO REASON GIVEN
1,7865292,NO REASON GIVEN
1,7865377,NO REASON GIVEN
1,7865406,NO REASON GIVEN
1,7865412,NO REASON GIVEN
1,7865414,NO REASON GIVEN
1,7865488,NO REASON GIVEN
1,7865492,NO REASON GIVEN
1,7865500,NO REASON GIVEN
1,7865516,NO REASON GIVEN
1,7865565,NO REASON GIVEN
1,7865717,NO REASON GIVEN
1,7865766,NO REASON GIVEN
1,7865845,NO REASON GIVEN
1,7865886,NO REASON GIVEN
0,7865887,NO REASON GIVEN
1,7865890,NO REASON GIVEN
1,7865929,NO REASON GIVEN
1,7866000,NO REASON GIVEN
1,7866013,NO REASON GIVEN
1,7866090,NO REASON GIVEN
1,7866102,NO REASON GIVEN
1,7866128,NO REASON GIVEN
1,7866332,NO REASON GIVEN
1,7866337,NO REASON GIVEN
1,7866406,NO REASON GIVEN
1,7866410,NO REASON GIVEN
1,7866560,NO REASON GIVEN
1,7866697,NO REASON GIVEN
1,7866732,NO REASON GIVEN
1,7866746,NO REASON GIVEN
1,7866869,NO REASON GIVEN
1,7866880,NO REASON GIVEN
1,7866881,NO REASON GIVEN
1,7867155,NO REASON GIVEN
0,7867204,NO REASON GIVEN
1,7867381,NO REASON GIVEN
1,7867395,NO REASON GIVEN
1,7867413,NO REASON GIVEN
1,7867423,NO REASON GIVEN
1,7867446,NO REASON GIVEN
1,7867481,NO REASON GIVEN
1,7867514,NO REASON GIVEN
1,7867594,NO REASON GIVEN
1,7867652,NO REASON GIVEN
1,7867659,NO REASON GIVEN
1,7867662,NO REASON GIVEN
1,7867721,NO REASON GIVEN
1,7867741,NO REASON GIVEN
1,7867750,NO REASON GIVEN
1,7867778,NO REASON GIVEN
1,7867832,NO REASON GIVEN
1,7868126,NO REASON GIVEN
1,7868242,NO REASON GIVEN
1,7868253,NO REASON GIVEN
1,7868270,NO REASON GIVEN
1,7868412,NO REASON GIVEN
0,7868521,NO REASON GIVEN
1,7868549,NO REASON GIVEN
1,7868558,NO REASON GIVEN
1,7868560,NO REASON GIVEN
1,7868737,NO REASON GIVEN
1,7868890,NO REASON GIVEN
1,7868947,NO REASON GIVEN
1,7868949,NO REASON GIVEN
1,7868973,NO REASON GIVEN
1,7869011,NO REASON GIVEN
1,7869021,NO REASON GIVEN
1,7869029,NO REASON GIVEN
0,7869076,NO REASON GIVEN
1,7869150,NO REASON GIVEN
1,7869208,NO REASON GIVEN
0,7869266,NO REASON GIVEN
1,7869368,NO REASON GIVEN
1,7869549,NO REASON GIVEN
1,7869812,NO REASON GIVEN
1,7869829,NO REASON GIVEN
1,7869848,NO REASON GIVEN
1,7869874,NO REASON GIVEN
1,7869892,NO REASON GIVEN
1,7869892,NO REASON GIVEN
1,7870342,NO REASON GIVEN
1,7870346,NO REASON GIVEN
1,7870409,NO REASON GIVEN
1,7870554,NO REASON GIVEN
1,7870554,NO REASON GIVEN
1,7870582,NO REASON GIVEN
1,7870695,NO REASON GIVEN
1,7870697,NO REASON GIVEN
1,7870734,NO REASON GIVEN
1,7870755,NO REASON GIVEN
1,7870828,NO REASON GIVEN
1,7870829,NO REASON GIVEN
1,7870832,NO REASON GIVEN
1,7870861,NO REASON GIVEN
0,7870863,NO REASON GIVEN
1,7871167,NO REASON GIVEN
1,7871231,NO REASON GIVEN
1,7871309,NO REASON GIVEN
1,7871325,NO REASON GIVEN
1,7871362,NO REASON GIVEN
0,7871368,NO REASON GIVEN
1,7871387,NO REASON GIVEN
0,7871495,NO REASON GIVEN
1,7871541,NO REASON GIVEN
1,7871640,NO REASON GIVEN
1,7871662,NO REASON GIVEN
1,7871694,NO REASON GIVEN
1,7871697,NO REASON GIVEN
0,7871737,NO REASON GIVEN
1,7871852,NO REASON GIVEN
1,7871873,NO REASON GIVEN
1,7871884,NO REASON GIVEN
0,7871950,NO REASON GIVEN
1,7871978,NO REASON GIVEN
1,7872007,NO REASON GIVEN
0,7872019,NO REASON GIVEN
1,7872048,NO REASON GIVEN
1,7872055,NO REASON GIVEN
1,7872058,NO REASON GIVEN
1,7872098,NO REASON GIVEN
1,7872110,NO REASON GIVEN
1,7872123,NO REASON GIVEN
1,7872168,NO REASON GIVEN
1,7872215,NO REASON GIVEN
1,7872215,NO REASON GIVEN
0,7872265,NO REASON GIVEN
1,7872273,NO REASON GIVEN
1,7872283,NO REASON GIVEN
0,7872284,NO REASON GIVEN
0,7872348,NO REASON GIVEN
1,7872366,NO REASON GIVEN
1,7872382,NO REASON GIVEN
1,7872495,NO REASON GIVEN
1,7872763,NO REASON GIVEN
1,7872793,NO REASON GIVEN
1,7872834,NO REASON GIVEN
1,7872914,NO REASON GIVEN
1,7872928,NO REASON GIVEN
0,7872929,NO REASON GIVEN
1,7872941,NO REASON GIVEN
1,7872942,NO REASON GIVEN
1,7872945,NO REASON GIVEN
1,7872949,NO REASON GIVEN
1,7872949,NO REASON GIVEN
1,7873034,NO REASON GIVEN
1,7873094,NO REASON GIVEN
1,7873182,NO REASON GIVEN
1,7873248,NO REASON GIVEN
1,7873432,NO REASON GIVEN
1,7873436,NO REASON GIVEN
1,7873466,NO REASON GIVEN
1,7873478,NO REASON GIVEN
0,7873507,NO REASON GIVEN
1,7873512,NO REASON GIVEN
1,7873591,NO REASON GIVEN
1,7873616,NO REASON GIVEN
1,7873619,NO REASON GIVEN
1,7873691,NO REASON GIVEN
0,7873725,NO REASON GIVEN
1,7873758,NO REASON GIVEN
1,7873816,NO REASON GIVEN
1,7873822,NO REASON GIVEN
1,7874026,NO REASON GIVEN
1,7874107,NO REASON GIVEN
1,7874121,NO REASON GIVEN
1,7874122,NO REASON GIVEN
1,7874127,NO REASON GIVEN
0,7874273,NO REASON GIVEN
1,7874356,NO REASON GIVEN
0,7874432,NO REASON GIVEN
1,7874507,NO REASON GIVEN
1,7874520,NO REASON GIVEN
1,7874523,NO REASON GIVEN
1,7874569,NO REASON GIVEN
1,7874584,NO REASON GIVEN
1,7874597,NO REASON GIVEN
1,7874606,NO REASON GIVEN
1,7874666,NO REASON GIVEN
1,7874779,NO REASON GIVEN
1,7874807,NO REASON GIVEN
1,7874840,NO REASON GIVEN
1,7874914,NO REASON GIVEN
0,7874930,NO REASON GIVEN
1,7874942,NO REASON GIVEN
1,7874944,NO REASON GIVEN
1,7875110,NO REASON GIVEN
1,7875138,NO REASON GIVEN
1,7875147,NO REASON GIVEN
1,7875179,NO REASON GIVEN
0,7875201,NO REASON GIVEN
1,7875279,NO REASON GIVEN
1,7875304,NO REASON GIVEN
1,7875318,NO REASON GIVEN
1,7875323,NO REASON GIVEN
1,7875372,NO REASON GIVEN
0,7875373,NO REASON GIVEN
1,7875495,NO REASON GIVEN
1,7875534,NO REASON GIVEN
1,7875570,NO REASON GIVEN
1,7875601,NO REASON GIVEN
1,7875605,NO REASON GIVEN
1,7875639,NO REASON GIVEN
0,7875735,NO REASON GIVEN
1,7875925,NO REASON GIVEN
1,7876007,NO REASON GIVEN
1,7876110,NO REASON GIVEN
1,7876239,NO REASON GIVEN
1,7876254,NO REASON GIVEN
0,7876296,NO REASON GIVEN
1,7876303,NO REASON GIVEN
1,7876309,NO REASON GIVEN
1,7876359,NO REASON GIVEN
1,7876373,NO REASON GIVEN
1,7876434,NO REASON GIVEN
1,7876440,NO REASON GIVEN
1,7876651,NO REASON GIVEN
1,7876902,NO REASON GIVEN
1,7876905,NO REASON GIVEN
1,7876914,NO REASON GIVEN
1,7877016,NO REASON GIVEN
1,7877027,NO REASON GIVEN
1,7877039,NO REASON GIVEN
1,7877083,NO REASON GIVEN
1,7877099,NO REASON GIVEN
1,7877189,NO REASON GIVEN
1,7877206,NO REASON GIVEN
1,7877248,NO REASON GIVEN
1,7877330,NO REASON GIVEN
1,7877350,NO REASON GIVEN
1,7877357,NO REASON GIVEN
1,7877361,NO REASON GIVEN
1,7877366,NO REASON GIVEN
1,7877407,NO REASON GIVEN
1,7877442,NO REASON GIVEN
1,7877464,NO REASON GIVEN
1,7877626,NO REASON GIVEN
1,7877639,NO REASON GIVEN
1,7877649,NO REASON GIVEN
1,7877703,NO REASON GIVEN
1,7877750,NO REASON GIVEN
1,7877876,NO REASON GIVEN
1,7878017,NO REASON GIVEN
1,7878085,NO REASON GIVEN
1,7878098,NO REASON GIVEN
1,7878141,NO REASON GIVEN
1,7878158,NO REASON GIVEN
1,7878168,NO REASON GIVEN
1,7878212,NO REASON GIVEN
0,7878311,NO REASON GIVEN
1,7878343,NO REASON GIVEN
1,7878397,NO REASON GIVEN
1,7878431,NO REASON GIVEN
1,7878523,NO REASON GIVEN
0,7878619,NO REASON GIVEN
1,7878645,NO REASON GIVEN
1,7878682,NO REASON GIVEN
1,7878705,NO REASON GIVEN
1,7878709,NO REASON GIVEN
1,7878722,NO REASON GIVEN
1,7878758,NO REASON GIVEN
1,7878760,NO REASON GIVEN
1,7878830,NO REASON GIVEN
1,7879054,NO REASON GIVEN
1,7879133,NO REASON GIVEN
0,7879216,NO REASON GIVEN
1,7879487,NO REASON GIVEN
0,7879503,NO REASON GIVEN
1,7879505,NO REASON GIVEN
1,7879524,NO REASON GIVEN
1,7879532,NO REASON GIVEN
1,7879541,NO REASON GIVEN
1,7879715,NO REASON GIVEN
1,7879767,NO REASON GIVEN
1,7879851,NO REASON GIVEN
1,7879887,NO REASON GIVEN
1,7880594,NO REASON GIVEN
1,7880601,NO REASON GIVEN
1,7880619,NO REASON GIVEN
1,7880707,NO REASON GIVEN
1,7880708,NO REASON GIVEN
1,7880779,NO REASON GIVEN
1,7880783,NO REASON GIVEN
1,7880823,NO REASON GIVEN
1,7880894,NO REASON GIVEN
1,7880920,NO REASON GIVEN
1,7880924,NO REASON GIVEN
1,7880930,NO REASON GIVEN
1,7880975,NO REASON GIVEN
1,7881002,NO REASON GIVEN
1,7881004,NO REASON GIVEN
0,7881091,NO REASON GIVEN
1,7881202,NO REASON GIVEN
1,7881214,NO REASON GIVEN
1,7881258,NO REASON GIVEN
1,7881275,NO REASON GIVEN
0,7881329,NO REASON GIVEN
1,7881418,NO REASON GIVEN
0,7881467,NO REASON GIVEN
1,7881505,NO REASON GIVEN
1,7881519,NO REASON GIVEN
1,7881737,NO REASON GIVEN
1,7881820,NO REASON GIVEN
1,7881830,NO REASON GIVEN
0,7881858,NO REASON GIVEN
0,7881946,NO REASON GIVEN
1,7882008,NO REASON GIVEN
1,7882044,NO REASON GIVEN
1,7882093,NO REASON GIVEN
1,7882124,NO REASON GIVEN
1,7882131,NO REASON GIVEN
1,7882146,NO REASON GIVEN
1,7882157,NO REASON GIVEN
0,7882171,NO REASON GIVEN
0,7882221,NO REASON GIVEN
1,7882318,NO REASON GIVEN
1,7882352,NO REASON GIVEN
1,7882382,NO REASON GIVEN
1,7882387,NO REASON GIVEN
1,7882404,NO REASON GIVEN
1,7882414,NO REASON GIVEN
1,7882561,NO REASON GIVEN
1,7882706,NO REASON GIVEN
1,7882774,NO REASON GIVEN
1,7882805,NO REASON GIVEN
1,7882976,NO REASON GIVEN
1,7883042,NO REASON GIVEN
0,7883077,NO REASON GIVEN
0,7883078,NO REASON GIVEN
1,7883087,NO REASON GIVEN
1,7883156,NO REASON GIVEN
1,7883163,NO REASON GIVEN
1,7883703,NO REASON GIVEN
0,7883791,NO REASON GIVEN
1,7883797,NO REASON GIVEN
1,7883938,NO REASON GIVEN
0,7883955,NO REASON GIVEN
0,7883978,NO REASON GIVEN
0,7883983,NO REASON GIVEN
1,7883999,NO REASON GIVEN
1,7884011,NO REASON GIVEN
1,7884132,NO REASON GIVEN
1,7884141,NO REASON GIVEN
1,7884237,NO REASON GIVEN
1,7884245,NO REASON GIVEN
0,7884278,NO REASON GIVEN
1,7884288,NO REASON GIVEN
1,7884540,NO REASON GIVEN
1,7884549,NO REASON GIVEN
0,7884553,NO REASON GIVEN
1,7884666,NO REASON GIVEN
1,7884719,NO REASON GIVEN
1,7884728,NO REASON GIVEN
1,7884766,NO REASON GIVEN
1,7884803,NO REASON GIVEN
0,7884892,NO REASON GIVEN
0,7885028,NO REASON GIVEN
0,7885060,NO REASON GIVEN
1,7885166,NO REASON GIVEN
1,7885259,NO REASON GIVEN
1,7885314,NO REASON GIVEN
1,7885337,NO REASON GIVEN
1,7885369,NO REASON GIVEN
1,7885535,NO REASON GIVEN
1,7885547,NO REASON GIVEN
1,7885555,NO REASON GIVEN
1,7885609,NO REASON GIVEN
1,7885704,NO REASON GIVEN
1,7886116,NO REASON GIVEN
1,7886254,NO REASON GIVEN
1,7886304,NO REASON GIVEN
1,7886412,NO REASON GIVEN
1,7886583,NO REASON GIVEN
1,7886759,NO REASON GIVEN
1,7886813,NO REASON GIVEN
0,7886942,NO REASON GIVEN
0,7887162,NO REASON GIVEN
1,7887241,NO REASON GIVEN
1,7887274,NO REASON GIVEN
1,7887278,NO REASON GIVEN
0,7887282,NO REASON GIVEN
1,7887312,NO REASON GIVEN
1,7887368,NO REASON GIVEN
1,7887373,NO REASON GIVEN
1,7887373,NO REASON GIVEN
1,7887728,NO REASON GIVEN
1,7887758,NO REASON GIVEN
1,7887763,NO REASON GIVEN
1,7887775,NO REASON GIVEN
1,7887879,NO REASON GIVEN
0,7887932,NO REASON GIVEN
1,7887971,NO REASON GIVEN
1,7888013,NO REASON GIVEN
1,7888106,NO REASON GIVEN
1,7888152,NO REASON GIVEN
1,7888174,NO REASON GIVEN
1,7888276,NO REASON GIVEN
1,7888293,NO REASON GIVEN
1,7888311,NO REASON GIVEN
0,7888313,NO REASON GIVEN
1,7888320,NO REASON GIVEN
1,7888327,NO REASON GIVEN
1,7888362,NO REASON GIVEN
1,7888404,NO REASON GIVEN
1,7888469,NO REASON GIVEN
1,7888484,NO REASON GIVEN
1,7888536,NO REASON GIVEN
0,7888609,NO REASON GIVEN
1,7888656,NO REASON GIVEN
1,7888731,NO REASON GIVEN
1,7888794,NO REASON GIVEN
1,7888803,NO REASON GIVEN
1,7888821,NO REASON GIVEN
1,7888840,NO REASON GIVEN
1,7889241,NO REASON GIVEN
1,7889388,NO REASON GIVEN
1,7889467,NO REASON GIVEN
1,7889470,NO REASON GIVEN
1,7889584,NO REASON GIVEN
1,7889659,NO REASON GIVEN
0,7889700,NO REASON GIVEN
1,7889703,NO REASON GIVEN
1,7889733,NO REASON GIVEN
1,7889819,NO REASON GIVEN
1,7889850,NO REASON GIVEN
1,7889893,NO REASON GIVEN
1,7889940,NO REASON GIVEN
1,7889957,NO REASON GIVEN
1,7890202,NO REASON GIVEN
1,7890329,NO REASON GIVEN
1,7890331,NO REASON GIVEN
1,7890358,NO REASON GIVEN
1,7890363,NO REASON GIVEN
1,7890388,NO REASON GIVEN
0,7890410,NO REASON GIVEN
0,7890424,NO REASON GIVEN
0,7890440,NO REASON GIVEN
1,7890473,NO REASON GIVEN
1,7890480,NO REASON GIVEN
